EVTDESC1999998051;$FROMCOUNTRY_ADJ$ rejects our proposition to form an alliance against further British incursions ;;;;;;;;;;;;x
EVTOPT1999998051A;Curse them!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
tripartite_alliance_schomburgk_2_title;A formal request to the United States of America ;;;;;;;;;;;;x
tripartite_alliance_schomburgk_2_desc;As the leader of the Tripartite Alliance against British claims on Guyana, it is our duty to present a formal request to the USA for mediation on all matters pertaining to the British Empire and the Schomburgk Line. With aid from the Americans and their Monroe Doctrine, which states that further efforts by European nations to take control of any independent state in North or South America would be viewed as "the manifestation of an unfriendly disposition toward the United States", we could surely pressure the British to recognize our claims and subject our dispute to an international court of law for its subsequent arbitration ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998052;A formal request from $FROMCOUNTRY$;;;;;;;;;;;;x
EVTDESC1999998052;$FROMCOUNTRY$, the Leader of the so-called "Tripartite Alliance" against British claims on Guyana, has presented a formal request to $COUNTRY$ for mediation on all matters pertaining to the British Empire and the Schomburgk Line. The Tripartite Alliance considers $COUNTRY_ADJ$ aid to be paramout, due to our position in both regional and international politics, as well as for our Monroe Doctrine, which states that further efforts by European nations to take control of any independent state in North or South America would be viewed as "the manifestation of an unfriendly disposition toward the United States", $FROMCOUNTRY$ wishes to employ our help in order to press the British to recognize the Alliance's claims and subject their territorial dispute to an international court of law for its subsequent arbitration. What shall be done now, Mr. $MONARCHTITLE$?;;;;;;;;;;;;x
EVTOPT1999998052A;By all means, let us stand against British aggression!;;;;;;;;;;;;x
EVTOPT1999998052B;We have more important things to do.. ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998053;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998053;$FROMCOUNTRY$ has decided to back our alliance against Britain!;;;;;;;;;;;;x
EVTOPT1999998053A;Great!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998054;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998054;$FROMCOUNTRY$ has refused to back our alliance against Britain!;;;;;;;;;;;;x
EVTOPT1999998054A;Curse them!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
tripartite_alliance_schomburgk_3_title;An ultimatum for the British Empire ;;;;;;;;;;;;x
tripartite_alliance_schomburgk_3_desc;With the combined diplomatic efforts of our Tripartite Alliance and the United States of America, we can put enough pressure on the British Empire to recognize the legitimacy of our claims over the dubious validity of their Schomburgk Line. The next step shall be issuing an ultimatum: Subject our claims to international arbitration or there shall be war ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998055;An ultimatum for the British Empire ;;;;;;;;;;;;x
EVTDESC1999998055;The combined diplomatic efforts of the so-called "Tripartite Alliance" and the United States of America, are striving to place enough pressure on our Empire to recognize the legitimacy of their claims over the validity of the Schomburgk Line which was established by a geographical survey in 1840. Said alliance has issued an ultimatum: Subject our claims to international arbitration or there shall be war. What shall be done about it, Your Majesty?;;;;;;;;;;;;x
EVTOPT1999998055A;We must accept their request ;;;;;;;;;;;;x
EVTOPT1999998055B;Then war shall it be!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998056;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998056;$FROMCOUNTRY$ has accepted our ultimatum and shall subject their Guyanese claims to an international court of law for proper arbitration ;;;;;;;;;;;;x
EVTOPT1999998056A;Great!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998057;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998057;$FROMCOUNTRY$ has accepted our ultimatum and shall subject their Guyanese claims to an international court of law for proper arbitration ;;;;;;;;;;;;x
EVTOPT1999998057A;Great!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998058;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998058;$FROMCOUNTRY$ has rejected our ultimatum, we must prepare to remove their claims by force!;;;;;;;;;;;;x
EVTOPT1999998058A;Si vis pacem, para bellum… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998059;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998059;$FROMCOUNTRY$ has rejected our ultimatum, we must prepare to remove their claims by force!;;;;;;;;;;;;x
EVTOPT1999998059A;Si vis pacem, para bellum… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998060;The Tripartite Alliance and the USA versus the British Empire!;;;;;;;;;;;;x
EVTDESC1999998060;In $YEAR$, an envoy from $FROMCOUNTRY$ approached our $MONARCHTITLE$, he seeks to host an arbitration in $COUNTRY_ADJ$ soil, as a neutrally-perceived thirt party, in order to reach a conclusion on a longstanding issue caused by a British geographical survey in 1840: All the parties involved wish to have the validity of their claims revised by team of arbiters from different nationalities, $COUNTRY_ADJ$ included, to put an end to the Guyanese territorial dispute ;;;;;;;;;;;;x
EVTDESC1999998060_NEWS_LONG;Trouble brews in South America after a longstanding territorial dispute between the United Kingdom and the so-called "Tripartite Alliance", consisting in Venezuela, Brazil and the Netherlands, finally turns into an international crisis. The territories of Essequibo, Tigri, Pirara and the Guayana Esequiba, which Britain claims as part of British Guiana and members of the Tripartite Alliance see as part of their own sovereignty, have been taken to an international court of law located in $COUNTRY$, which shall serve as a neutral arbiter. As the dispute turned into a crisis, the key issue became Britain's refusal to include in the proposed international arbitration the territories of the ‘Schomburgk Line’, which a surveyor had drawn half a century earlier as a boundary between Venezuela, Brazil and the former Dutch territory of British Guiana ;;;;;;;;;;;;x
EVTDESC1999998060_NEWS_MEDIUM;Trouble brews in South America after a longstanding territorial dispute between the United Kingdom and the so-called "Tripartite Alliance", consisting in Venezuela, Brazil and the Netherlands, finally turns into an international crisis. The territories of Essequibo, Tigri, Pirara and the Guayana Esequiba, which Britain claims as part of British Guiana and members of the Tripartite Alliance see as part of their own sovereignty, have been taken to an international court of law located in $COUNTRY$, which shall serve as a neutral arbiter ;;;;;;;;;;;;x
EVTDESC1999998060_NEWS_SHORT;Trouble brews in South America after a longstanding territorial dispute between the United Kingdom and the so-called "Tripartite Alliance", consisting in Venezuela, Brazil and the Netherlands, finally turns into an international crisis ;;;;;;;;;;;;x
EVTOPT1999998060A;Award Britain with the territories claimed by the Schomburgk Line, minus Mau ;;;;;;;;;;;;x
EVTOPT1999998060B;Award Britain with all the territories claimed by the Schomburgk Line ;;;;;;;;;;;;x
EVTOPT1999998060C;Reject the British claims and favor the Venezuelan claims ;;;;;;;;;;;;x
EVTOPT1999998060D;Reject the British claims and favor the Brazilian claims ;;;;;;;;;;;;x
EVTOPT1999998060E;Reject the British claims and evenly distribute the remaining territories ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998061;The Tripartite Alliance and the USA versus the British Empire!;;;;;;;;;;;;x
EVTDESC1999998061;The international arbiters at $FROMCOUNTRY$ have reached a conclusion: Britain shall be awarded with the territories claimed by the Schomburgk Line, minus Mau ;;;;;;;;;;;;x
EVTOPT1999998061A;… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998062;The Tripartite Alliance and the USA versus the British Empire!;;;;;;;;;;;;x
EVTDESC1999998062;The international arbiters at $FROMCOUNTRY$ have reached a conclusion: Britain shall be awarded with all the territories claimed by the Schomburgk Line ;;;;;;;;;;;;x
EVTOPT1999998062A;… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998063;The Tripartite Alliance and the USA versus the British Empire!;;;;;;;;;;;;x
EVTDESC1999998063;The international arbiters at $FROMCOUNTRY$ have reached a conclusion: The British claims have been all rejected, and $COUNTRY$ has been favoured on their claims!;;;;;;;;;;;;x
EVTOPT1999998063A;Hurray!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998064;The Tripartite Alliance and the USA versus the British Empire!;;;;;;;;;;;;x
EVTDESC1999998064;The international arbiters at $FROMCOUNTRY$ have reached a conclusion: The British claims have been all rejected, and Venezuela has been favoured on their claims!;;;;;;;;;;;;x
EVTOPT1999998064A;Curses!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998065;The Tripartite Alliance and the USA versus the British Empire!;;;;;;;;;;;;x
EVTDESC1999998065;The international arbiters at $FROMCOUNTRY$ have reached a conclusion: The British claims have been all rejected and all territorial disputes have been settled!;;;;;;;;;;;;x
EVTOPT1999998065A;Hurray!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998066;The Tripartite Alliance and the USA versus the British Empire!;;;;;;;;;;;;x
EVTDESC1999998066;The international arbiters at $FROMCOUNTRY$ have reached a conclusion: The British claims have been all rejected and all territorial disputes have been settled!;;;;;;;;;;;;x
EVTOPT1999998066A;… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998067;The Tripartite Alliance and the USA versus the British Empire!;;;;;;;;;;;;x
EVTDESC1999998067;The international arbiters at $FROMCOUNTRY$ have reached a conclusion: The British claims have been all rejected, and Brazil has been favoured on their claims!;;;;;;;;;;;;x
EVTOPT1999998067A;Curses!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998068;The Tripartite Alliance and the USA versus the British Empire!;;;;;;;;;;;;x
EVTDESC1999998068;The international arbiters at $FROMCOUNTRY$ have reached a conclusion: The British claims have been all rejected, and $COUNTRY$ has been favoured on their claims!;;;;;;;;;;;;x
EVTOPT1999998068A;Hurray!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998069;The Tripartite Alliance and the USA versus the British Empire!;;;;;;;;;;;;x
EVTDESC1999998069;The international arbiters at $FROMCOUNTRY$ have reached a conclusion: The British claims have been all rejected, and the remaining territories have been evenly distributed!;;;;;;;;;;;;x
EVTOPT1999998069A;Hurray!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998070;The Tripartite Alliance and the USA versus the British Empire!;;;;;;;;;;;;x
EVTDESC1999998070;The international arbiters at $FROMCOUNTRY$ have reached a conclusion: The British claims have been all rejected, and the remaining territories have been evenly distributed!;;;;;;;;;;;;x
EVTOPT1999998070A;Hurray!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
VNZ_pain_in_the_ass_title;A Thorn on Britain's Side ;;;;;;;;;;;;x
VNZ_pain_in_the_ass_desc;British incursions on what we consider to be our sovereignty has caused quite a lot of concern among $COUNTRY_ADJ$ politicians, especially so in those who consider themselves to be the paramount of $COUNTRY_ADJ$ patriotism, leading to heated debates on how should this matter be solved. While many propose requesting the help of European arbiters, or even the United States and its enactment of the Monroe Doctrine, many of these patriots, most of whom are veterans or the sons of veterans from the independence wars, are suggesting a much more aggressive approach: A counter-colonization program on the Guayanese territories claimed by Britain. By sending $COUNTRY_ADJ$ settlers to the territories west of the Esequibo River, $COUNTRY$’s hold, as well as claims in the area, might grow stronger and could possibly be used for leverage in future negotiations, as well as to stir up nationalistic sentiments among those $COUNTRY_ADJ$s living on British territories ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998071;A Thorn on $COUNTRY_ADJ$'s Side ;;;;;;;;;;;;x
EVTDESC1999998071;Percieved $COUNTRY_ADJ$ incursions on what $FROMCOUNTRY_ADJ$s consider to be their sovereignty has caused quite a lot of concern among $FROMCOUNTRY_ADJ$ politicians, especially so in those who consider themselves to be the paramount of $FROMCOUNTRY_ADJ$ patriotism. While many propose requesting the help of European arbiters, or even the United States and its enactment of the Monroe Doctrine, many of these patriots, most of whom are veterans or the sons of veterans from the independence wars, are suggesting a much more aggressive approach: A counter-colonization program on the Guianese territories claimed by $COUNTRY$. By sending $FROMCOUNTRY_ADJ$ settlers to the territories west of the Esequibo River, they believe $FROMCOUNTRY$’s hold, as well as claims in the area, might grow stronger and could possibly be used for leverage in future negotiations, as well as to stir up nationalistic sentiments among those $FROMCOUNTRY_ADJ$s living on $COUNTRY_ADJ$ territories ;;;;;;;;;;;;x
EVTOPT1999998071A;Resistance is futile!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
ENG_VNZ_problem_title;The Venezuelan Issue ;;;;;;;;;;;;x
ENG_VNZ_problem_desc;Now that Venezuela has decided to enter the game of colonial domination, by contesting the territories which rightfully belong to our colony in Guiana, a heated debate has ensued on how should $COUNTRY$ tackle this issue. Our politicians cannot reach consensus, so ultimately, the responsibility befalls on the $MONARCHTITLE$ to decide which course of action should be taken…;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998072;The Venezuelan Issue ;;;;;;;;;;;;x
EVTDESC1999998072;Now that Venezuela has decided to enter the game of colonial domination, by contesting the territories which rightfully belong to our colony in Guiana, a heated debate has ensued on how should $COUNTRY$ tackle this issue. Our politicians cannot reach consensus, so ultimately, the responsibility befalls on the $MONARCHTITLE$ to decide which course of action should be taken…;;;;;;;;;;;;x
EVTOPT1999998072A;We must wait for their next move ;;;;;;;;;;;;x
EVTOPT1999998072B;Respond by sending $COUNTRY_ADJ$ settlers to our claimed territories ;;;;;;;;;;;;x
EVTOPT1999998072C;Deport the Venezuelans living in our Guianese colony ;;;;;;;;;;;;x
EVTOPT1999998072D;Simply dispose of these inferior creatures ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998073;The Venezuelan Issue, a response from $FROMCOUNTRY$ ;;;;;;;;;;;;x
EVTDESC1999998073;After our colonization attempts on the territories west of the Esequibo river, the $FROMCOUNTRY_ADJ$ have not responded so far and are most likely waiting for our next move ;;;;;;;;;;;;x
EVTOPT1999998073A;… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998074;The Venezuelan Issue, a response from $FROMCOUNTRY$ ;;;;;;;;;;;;x
EVTDESC1999998074;After our colonization attempts on the territories west of the Esequibo river, the $FROMCOUNTRY_ADJ$ have decided to response by sending a large number of settlers to our territories ;;;;;;;;;;;;x
EVTOPT1999998074A;… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998075;The Venezuelan Issue, a response from $FROMCOUNTRY$ ;;;;;;;;;;;;x
EVTDESC1999998075;After our colonization attempts on the territories west of the Esequibo river, the $FROMCOUNTRY_ADJ$ have decided to deport all $COUNTRY_ADJ$ citizens currently living in the colony $FROMCOUNTRY_ADJ$ Guiana ;;;;;;;;;;;;x
EVTOPT1999998075A;… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998076;The Venezuelan Issue, a response from $FROMCOUNTRY$ ;;;;;;;;;;;;x
EVTDESC1999998076;After our colonization attempts on the territories west of the Esequibo river, the $FROMCOUNTRY_ADJ$ have decided to systematically murder all $COUNTRY_ADJ$ citizens currently living in the colony $FROMCOUNTRY_ADJ$ Guiana, with the pretext of a failed invasion ;;;;;;;;;;;;x
EVTOPT1999998076A;Those bastards!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998077;The Venezuelan Issue, a response from $FROMCOUNTRY$ ;;;;;;;;;;;;x
EVTDESC1999998077;After the Venezuelan colonization attempts on the territories west of the Esequibo river, which are dubiously claimed by $FROMCOUNTRY$, the $FROMCOUNTRY_ADJ$ have decided to systematically murder all Venezuelan citizens currently living in the colony $FROMCOUNTRY_ADJ$ Guiana, with the pretext of a failed invasion. This is a clear transgression to our Monroe Doctrine, which we are now free to enact on $FROMCOUNTRY$.. ;;;;;;;;;;;;x;;;;;;;;;;;;x
EVTOPT1999998077A;We will not stand for this!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
USA_VNZ_treaty_title;The $COUNTRY_ADJ$ Concordat ;;;;;;;;;;;;x
USA_VNZ_treaty_desc;Given our rising position as a local power, an ambassador from the United States has approached our $MONARCHTITLE$ with quite a peculiar proposition: They wish to forge an informal pact in which they will provide us with military aid and counseling shall we ever engage the British Empire in a war contesting our claims in the current colony of British Guiana. It appears they wish to decrease Britain’s influence over the continent, and our claims in Guiana are a more than suitable starting point. However, despite any support we might obtain in the future, it is their wish to this whole proposition in secrecy, as they currently hold more than agreeable relations with the British Empire… Still, the Americans are ensuring us indirect support for the reclamation of our sovereign territories, something which simply cannot be dismissed ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
VNZ_ENG_war_title;The $COUNTRY_ADJ$ Concordat, requesting military aid ;;;;;;;;;;;;x
VNZ_ENG_war_desc;We are currently waging a war against the British Empire and the Americans are showing their full support on our claims. It is time to request the military aid they have promised, which shall be paid upon the completion of our war ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998078;Military aid from the United States of America!;;;;;;;;;;;;x
EVTDESC1999998078;Several American ships have just docked on our ports, bringing much needed supplies for the ongoing war against the British ;;;;;;;;;;;;x
EVTOPT1999998078A;Excellent!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
VNZ_treaty_of_caracas_title;The Treaty of El Callao ;;;;;;;;;;;;x
VNZ_treaty_of_caracas_desc;The territories west of the Essequibo River are under our control. Now is the time to sit down with the British and work out a peace deal that will see them transferred back into $COUNTRY_ADJ$ hands;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998079;The Western Essequibo is Lost!;;;;;;;;;;;;x
EVTDESC1999998079;The $FROMCOUNTRY_ADJ$s have proven far more resilient than we ever would have thought possible, and now we face the humiliating prospect of surrendering the territories west of the Essequibo River to them. It seems we have little choice, with the war going so badly and Georgetown already occupied. All we can do is decide whether we will pursue a conciliatory path with the $FROMCOUNTRY_ADJ$s and perhaps make them future allies or aim at returning in the future and reclaiming what has been lost.. ;;;;;;;;;;;;x
EVTDESC1999998079_NEWS_LONG;The Venezuelans have proven far more resilient than the world would ever have thought possible, and now the British face the humiliating prospect of surrendering the Western Essequibo to them. It seems they have little choice, with the war going so poorly and Georgetown already occupied. Preparations are underway for a meeting with the Venezuelans at El Callao to determine the terms of British surrender ;;;;;;;;;;;;x
EVTDESC1999998079_NEWS_MEDIUM;The Venezuelans have proven far more resilient than the world would ever have thought possible, and now preparations are underway for a meeting with the Venezuelans at El Callao to determine the terms of British surrender ;;;;;;;;;;;;x
EVTDESC1999998079_NEWS_SHORT;The Venezuelans have proven far more resilient than expected, and now preparations are underway for a meeting with the Venezuelans at El Callao to determine the terms of British surrender ;;;;;;;;;;;;x
EVTOPT1999998079A;Let us reconcile with the $FROMCOUNTRY_ADJ$s ;;;;;;;;;;;;x
EVTOPT1999998079B;Never! There will be a reckoning.. ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998080;The Treaty of El Callao ;;;;;;;;;;;;x
EVTDESC1999998080;$FROMCOUNTRY$ has sent negotiators to work out the terms of their surrender. The tone is one of reconciliation, and it is clear the $FROMCOUNTRY_ADJ$ wishes to build good relations with us after the business of this war is done ;;;;;;;;;;;;x
EVTOPT1999998080A;That's good to hear!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998081;The Treaty of El Callao ;;;;;;;;;;;;x
EVTDESC1999998081;$FROMCOUNTRY$ has sent negotiators to work out the terms of their surrender. The tone of the talks has been very bitter, and it's clear the $FROMCOUNTRY_ADJ$ government will do all it can to return and trouble us again in the future ;;;;;;;;;;;;x
EVTOPT1999998081A;We shall accept their surrender nevertheless ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998082;The Treaty of El Callao ;;;;;;;;;;;;x
EVTDESC1999998082;Upon facing a devastating defeat at the hands of Venezuela, $FROMCOUNTRY$ surrenders all their claims on our Guyanese territories ;;;;;;;;;;;;x
EVTOPT1999998082A;That's good to hear!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
OTHER_guyana_purchase_title;The West Essequibo Purchase ;;;;;;;;;;;;x
OTHER_guyana_purchase_desc;We are interested in purchasing the territories west of the Essequibo River from Great Britain and integrating it into Venezuela. As such, we have sent delegates overseas to London and are currently awaiting a reply. Having very good relations with the UK, an alliance with them or being a Great Power will greatly improve our chances of getting a deal ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998083;The West Essequibo Purchase ;;;;;;;;;;;;x
EVTDESC1999998083;$FROMCOUNTRY_ADJ$ delegates have recently come in from London in hopes of purchasing the territories west of the Essequibo river in the British Guiana. What should we do?;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;x
EVTOPT1999998083A;We gladly accept ;;;;;;;;;;;;x
EVTOPT1999998083B;We refuse ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998084;$FROMCOUNTRY$ Accepts!;;;;;;;;;;;;x
EVTDESC1999998084;$FROMCOUNTRY$ has agreed to sell the territories west of the Essequibo river to us!;;;;;;;;;;;;x
EVTOPT1999998084A;Excellent ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998085;$FROMCOUNTRY$ Accepts!;;;;;;;;;;;;x
EVTDESC1999998085;$FROMCOUNTRY$ has agreed to sell the territories west of the Essequibo river to us!;;;;;;;;;;;;x
EVTOPT1999998085B;Excellent ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998086;$FROMCOUNTRY$ Declines!;;;;;;;;;;;;x
EVTDESC1999998086;$MONARCHTITLE$, negotiations with $FROMCOUNTRY$ over the territories west of the Essequibo river have stalled, and they have declined to sell us the colony ;;;;;;;;;;;;x
EVTOPT1999998086B;Hm, I see ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998087;The Republic of Counani ;;;;;;;;;;;;;x
EVTDESC1999998087;In the late nineteenth century, Jules Gros, a Journalist and member of the Société de Géographie, founded the Free Republic of Counani in a territory disputed by France (As French Guyana) and Brazil. He seeks to sell bonds for inexistent gold mines and make a fortune while also appointing himself as president for life of the newly-founded ghost republic. In France, he seeks recognition of this state as a free colony in order to gain their protection… ;;;;;;;;;;;;;x
EVTOPTA1999998087;…. ;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998088;A plea from the Republic of Counani ;;;;;;;;;;;;;x
EVTDESC1999998088;In the late nineteenth century, Jules Gros, a Journalist and member of the Société de Géographie, founded the Free Republic of Counani in a territory disputed by France (As French Guyana) and Brazil. Gros I of Counani seeks recognition of his state as a free colony in order to gain our protection… ;;;;;;;;;;;;;x
EVTOPTA1999998088;Recognize Counani as a free colony of France ;;;;;;;;;;;;;x
EVTOPTB1999998088;We will support them! (Play as Counani) ;;;;;;;;;;;;;x
EVTOPTC1999998088;Get this madman out of here! ;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998089;A plea from the Republic of Counani ;;;;;;;;;;;;;x
EVTDESC1999998089;France has decided to recognize our republic as a newly-established free colony ;;;;;;;;;;;;;x
EVTOPTA1999998089;Excellent! ;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998090;A plea from the Republic of Counani ;;;;;;;;;;;;;x
EVTDESC1999998090;France has refused to recognize our republic as a newly-established free colony  ;;;;;;;;;;;;;x
EVTOPTA1999998090;Those bastards! ;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998091;The Republic of Counani ;;;;;;;;;;;;;x
EVTDESC1999998091;An ambassador of Gros I of Counani seeks recognition of his state and to establish a mutual agreement of friendship and trade between our countries ;;;;;;;;;;;;;x
EVTOPTA1999998091;Recognize Counani as a newly-established country ;;;;;;;;;;;;;x
EVTOPTB1999998091;We will support them! (Play as Counani) ;;;;;;;;;;;;;x
EVTOPTC1999998091;Get this madman out of here! ;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998092;News from Brazil ;;;;;;;;;;;;;x
EVTDESC1999998092;Brazil has decided to recognize our republic as a newly-established free colony of France ;;;;;;;;;;;;;x
EVTOPTA1999998092;Excellent! ;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998093;News from Brazil ;;;;;;;;;;;;;x
EVTDESC1999998093;Brazil has refused to recognize our republic as a newly-established free colony of France ;;;;;;;;;;;;;x
EVTOPTA1999998093;Those bastards! ;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
VNZ_vassal_of_ENG_resolution_title;Integrate the Western Essequibo territories ;;;;;;;;;;;;x
VNZ_vassal_of_ENG_resolution_desc;The owner of the Western Essequibo territories is under our suzerainty, which gives us the opportunity to diplomatically request the secesion of all claims in the area ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
BRZ_vassal_of_ENG_resolution_title;Integrate the Pirara territories ;;;;;;;;;;;;x
BRZ_vassal_of_ENG_resolution_desc;The owner of the Pirara territories is under our suzerainty, which gives us the opportunity to diplomatically request the secesion of all claims in the area ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
VNZ_found_el_callao_title;Founding El Callao;;;;;;;;;;;;x
VNZ_found_el_callao_desc;The gold rush in Guasipati has attracted many $COUNTRY_ADJ$ and foreign settlers to the province, which has nearly managed to collapse the old, run-down colonial town. We must employ this opportunity to settle the empty lands around the Imataca by founding a new mining town with an easier access to the gold fields. Foreign surveyors suggest the area near El Callao, one of the most productive gold deposits in the province, would be a good starting point for a new town ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
lawa_railway_title;Build the Lawa Railway ;;;;;;;;;;;;x
lawa_railway_desc;The recent gold rush deep in the jungles of the Colony of Suriname has left us in dire need of a safe and more efficient way of transporting the precious metals to the harbor in Paramaribo. Several different surveyors have all proposed a railway extending from the coast down south to the town of Apetina, from which the gold could be transported by locomotive, it would be wise to heed their advice ;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
extend_lawa_railway_title;Extend the Lawa Railway ;;;;;;;;;;;;x
extend_lawa_railway_desc;Given the success of the Lawa Railway, more and more tons of gold have been brought out from the mines in Tapahony. This translates to the need of more tracks, as well as an extension of the Lawa Railway closer to the mines of the Tapahoni. Our surveyors have already proposed a route and all that's left is to invest in the project ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
extend_lawa_railway_even_further_title;The second extension of the Lawa Railway ;;;;;;;;;;;;x
extend_lawa_railway_even_further_desc;The formerly disputed territory of the Marouini is also rich in gold, but its hilly jungles have proven difficult for land transportation, leaving us to transport the precious minerals via fluvial routes. Our surveyors have suggested extending the Lawa Railway once again, but this time ir shall be done to reach the abundant gold fields located in the Upper Marouini basin ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
FRA_vassalize_counani_title;Vassalize the Free State of Counani ;;;;;;;;;;;;x
